# VMEC S, ne (m^-3), nD (m^-3), nT (m^-3), nHe (m^-3), Te (eV), TD (eV), TT (eV), THe (eV)
0.000000000000000000e+00 1.999900000000000000e+20 9.999600000000000000e+19 9.999600000000000000e+19 1.000000000000000000e+14 2.000000000000000000e+04 2.000000000000000000e+04 2.000000000000000000e+04 2.000000000000000000e+04
4.000000000000000192e-04 1.999900000000000000e+20 9.999400000000000000e+19 9.999400000000000000e+19 1.000000000000000000e+14 1.999600000000000000e+04 1.999500000000000000e+04 1.999500000000000000e+04 1.999500000000000000e+04
1.600000000000000077e-03 1.999700000000000000e+20 9.998300000000000000e+19 9.998300000000000000e+19 1.000000000000000000e+14 1.997000000000000000e+04 1.996600000000000000e+04 1.996600000000000000e+04 1.996600000000000000e+04
3.600118883485919647e-03 1.999200000000000000e+20 9.996100000000000000e+19 9.996100000000000000e+19 1.000000000000000000e+14 1.992700000000000000e+04 1.991700000000000000e+04 1.991700000000000000e+04 1.991700000000000000e+04
6.399682983913959275e-03 1.998700000000000000e+20 9.993300000000000000e+19 9.993300000000000000e+19 1.000000000000000000e+14 1.986700000000000000e+04 1.984900000000000000e+04 1.984900000000000000e+04 1.984900000000000000e+04
1.000000000000000021e-02 1.997900000000000000e+20 9.989400000000000000e+19 9.989400000000000000e+19 1.000000000000000000e+14 1.979000000000000000e+04 1.976200000000000000e+04 1.976200000000000000e+04 1.976200000000000000e+04
1.440047553394367859e-02 1.996900000000000000e+20 9.984400000000000000e+19 9.984400000000000000e+19 1.000000000000000000e+14 1.969700000000000000e+04 1.965600000000000000e+04 1.965600000000000000e+04 1.965600000000000000e+04
1.959972260847105824e-02 1.995600000000000000e+20 9.977800000000000000e+19 9.977800000000000000e+19 1.000000000000000000e+14 1.958700000000000000e+04 1.953200000000000000e+04 1.953200000000000000e+04 1.953200000000000000e+04
2.560031702099335033e-02 1.994100000000000000e+20 9.970600000000000000e+19 9.970600000000000000e+19 1.000000000000000000e+14 1.946100000000000000e+04 1.939000000000000000e+04 1.939000000000000000e+04 1.939000000000000000e+04
3.240106995137327639e-02 1.992200000000000000e+20 9.961100000000000000e+19 9.961100000000000000e+19 1.000000000000000000e+14 1.931800000000000000e+04 1.923000000000000000e+04 1.923000000000000000e+04 1.923000000000000000e+04
4.000000000000000083e-02 1.989900000000000000e+20 9.949400000000000000e+19 9.949400000000000000e+19 1.000000000000000000e+14 1.916000000000000000e+04 1.905300000000000000e+04 1.905300000000000000e+04 1.905300000000000000e+04
4.840087180895853020e-02 1.987200000000000000e+20 9.936100000000000000e+19 9.936100000000000000e+19 1.000000000000000000e+14 1.898600000000000000e+04 1.886000000000000000e+04 1.886000000000000000e+04 1.886000000000000000e+04
5.759952447096362838e-02 1.984100000000000000e+20 9.920600000000000000e+19 9.920600000000000000e+19 1.000000000000000000e+14 1.879800000000000000e+04 1.865200000000000000e+04 1.865200000000000000e+04 1.865200000000000000e+04
6.760051515850076798e-02 1.980300000000000000e+20 9.901700000000000000e+19 9.901700000000000000e+19 1.000000000000000000e+14 1.859500000000000000e+04 1.843000000000000000e+04 1.843000000000000000e+04 1.843000000000000000e+04
7.840166436389559013e-02 1.976000000000000000e+20 9.880000000000000000e+19 9.880000000000000000e+19 1.000000000000000000e+14 1.838000000000000000e+04 1.819700000000000000e+04 1.819700000000000000e+04 1.819700000000000000e+04
8.999999999999998279e-02 1.970800000000000000e+20 9.853900000000000000e+19 9.853900000000000000e+19 1.000000000000000000e+14 1.815400000000000000e+04 1.795400000000000000e+04 1.795400000000000000e+04 1.795400000000000000e+04
1.024012680839734013e-01 1.964800000000000000e+20 9.823900000000000000e+19 9.823900000000000000e+19 1.000000000000000000e+14 1.791800000000000000e+04 1.770300000000000000e+04 1.770300000000000000e+04 1.770300000000000000e+04
1.156026946858044330e-01 1.957800000000000000e+20 9.788900000000000000e+19 9.788900000000000000e+19 1.000000000000000000e+14 1.767200000000000000e+04 1.744400000000000000e+04 1.744400000000000000e+04 1.744400000000000000e+04
1.296007132960081965e-01 1.949700000000000000e+20 9.748300000000000000e+19 9.748300000000000000e+19 1.000000000000000000e+14 1.741700000000000000e+04 1.717800000000000000e+04 1.717800000000000000e+04 1.717800000000000000e+04
1.444022587764178522e-01 1.940300000000000000e+20 9.701700000000000000e+19 9.701700000000000000e+19 1.000000000000000000e+14 1.715100000000000000e+04 1.690500000000000000e+04 1.690500000000000000e+04 1.690500000000000000e+04
1.600000000000000033e-01 1.929600000000000000e+20 9.647800000000000000e+19 9.647800000000000000e+19 1.000000000000000000e+14 1.687300000000000000e+04 1.662000000000000000e+04 1.662000000000000000e+04 1.662000000000000000e+04
1.764016643589882694e-01 1.917200000000000000e+20 9.586100000000000000e+19 9.586100000000000000e+19 1.000000000000000000e+14 1.658000000000000000e+04 1.632300000000000000e+04 1.632300000000000000e+04 1.632300000000000000e+04
1.936034872358341208e-01 1.903100000000000000e+20 9.515600000000000000e+19 9.515600000000000000e+19 1.000000000000000000e+14 1.627100000000000000e+04 1.601300000000000182e+04 1.601300000000000182e+04 1.601300000000000182e+04
2.116009114335156149e-01 1.887000000000000000e+20 9.435000000000000000e+19 9.435000000000000000e+19 1.000000000000000000e+14 1.594700000000000000e+04 1.568900000000000000e+04 1.568900000000000000e+04 1.568900000000000000e+04
2.304028531889401321e-01 1.868900000000000000e+20 9.344400000000000000e+19 9.344400000000000000e+19 1.000000000000000000e+14 1.560700000000000000e+04 1.535000000000000000e+04 1.535000000000000000e+04 1.535000000000000000e+04
2.500000000000000000e-01 1.848300000000000000e+20 9.241700000000000000e+19 9.241700000000000000e+19 1.000000000000000000e+14 1.525100000000000000e+04 1.499900000000000000e+04 1.499900000000000000e+04 1.499900000000000000e+04
2.704123639217941855e-01 1.825200000000000000e+20 9.126100000000000000e+19 9.126100000000000000e+19 1.000000000000000000e+14 1.488100000000000000e+04 1.463600000000000000e+04 1.463600000000000000e+04 1.463600000000000000e+04
2.916256791862849584e-01 1.799400000000000000e+20 8.997200000000000000e+19 8.997200000000000000e+19 1.000000000000000000e+14 1.450000000000000000e+04 1.426200000000000000e+04 1.426200000000000000e+04 1.426200000000000000e+04
3.135844662117839854e-01 1.770600000000000000e+20 8.852800000000000000e+19 8.852800000000000000e+19 1.000000000000000000e+14 1.410700000000000000e+04 1.387900000000000000e+04 1.387900000000000000e+04 1.387900000000000000e+04
3.363977016088396943e-01 1.738600000000000000e+20 8.692800000000000000e+19 8.692800000000000000e+19 1.000000000000000000e+14 1.370500000000000000e+04 1.348700000000000000e+04 1.348700000000000000e+04 1.348700000000000000e+04
3.600118883485920462e-01 1.703100000000000000e+20 8.515500000000000000e+19 8.515500000000000000e+19 1.000000000000000000e+14 1.329400000000000000e+04 1.308600000000000000e+04 1.308600000000000000e+04 1.308600000000000000e+04
3.844270264310409857e-01 1.664100000000000000e+20 8.320500000000000000e+19 8.320500000000000000e+19 1.000000000000000000e+14 1.287400000000000000e+04 1.267600000000000000e+04 1.267600000000000000e+04 1.267600000000000000e+04
4.095797109704933936e-01 1.621400000000000000e+20 8.107200000000000000e+19 8.107200000000000000e+19 1.000000000000000000e+14 1.244700000000000000e+04 1.225700000000000000e+04 1.225700000000000000e+04 1.225700000000000000e+04
4.355947691855072690e-01 1.574800000000000000e+20 7.873900000000000000e+19 7.873900000000000000e+19 1.000000000000000000e+14 1.201600000000000000e+04 1.183000000000000000e+04 1.183000000000000000e+04 1.183000000000000000e+04
4.624107787432177319e-01 1.524200000000000000e+20 7.621100000000000000e+19 7.621100000000000000e+19 1.000000000000000000e+14 1.157900000000000000e+04 1.139500000000000000e+04 1.139500000000000000e+04 1.139500000000000000e+04
4.900277396436249489e-01 1.469600000000000000e+20 7.347800000000000000e+19 7.347800000000000000e+19 1.000000000000000000e+14 1.113600000000000000e+04 1.095000000000000000e+04 1.095000000000000000e+04 1.095000000000000000e+04
5.183743216970306822e-01 1.410900000000000000e+20 7.054399999999999181e+19 7.054399999999999181e+19 1.000000000000000000e+14 1.068300000000000000e+04 1.049200000000000000e+04 1.049200000000000000e+04 1.049200000000000000e+04
5.475912027300027241e-01 1.348100000000000000e+20 6.740500000000000000e+19 6.740500000000000000e+19 1.000000000000000000e+14 1.021700000000000000e+04 1.001800000000000000e+04 1.001800000000000000e+04 1.001800000000000000e+04
5.776090351056714089e-01 1.281600000000000000e+20 6.407699999999999181e+19 6.407699999999999181e+19 1.000000000000000000e+14 9.732100000000000364e+03 9.524900000000001455e+03 9.524900000000001455e+03 9.524900000000001455e+03
6.084278188240367369e-01 1.211200000000000000e+20 6.056100000000000000e+19 6.056100000000000000e+19 1.000000000000000000e+14 9.218500000000000000e+03 9.006100000000000364e+03 9.006100000000000364e+03 9.006100000000000364e+03
6.399682983913959067e-01 1.137600000000000000e+20 5.687799999999999181e+19 5.687799999999999181e+19 1.000000000000000000e+14 8.669500000000000000e+03 8.457200000000000728e+03 8.457200000000000728e+03 8.457200000000000728e+03
6.723870022423261705e-01 1.061000000000000000e+20 5.304799999999999181e+19 5.304799999999999181e+19 1.000000000000000000e+14 8.077800000000000182e+03 7.872699999999999818e+03 7.872699999999999818e+03 7.872699999999999818e+03
7.056066574359530774e-01 9.819900000000000000e+19 4.910000000000000000e+19 4.910000000000000000e+19 1.000000000000000000e+14 7.438500000000000000e+03 7.249000000000000000e+03 7.249000000000000000e+03 7.249000000000000000e+03
7.396272639722765163e-01 9.013700000000000000e+19 4.506800000000000000e+19 4.506800000000000000e+19 1.000000000000000000e+14 6.749100000000000364e+03 6.583800000000000182e+03 6.583800000000000182e+03 6.583800000000000182e+03
7.744488218512967093e-01 8.199700000000000000e+19 4.099800000000000000e+19 4.099800000000000000e+19 1.000000000000000000e+14 6.011099999999999454e+03 5.877500000000000000e+03 5.877500000000000000e+03 5.877500000000000000e+03
8.099821677224773309e-01 7.389000000000000000e+19 3.694500000000000000e+19 3.694500000000000000e+19 1.000000000000000000e+14 5.231399999999999636e+03 5.133899999999999636e+03 5.133899999999999636e+03 5.133899999999999636e+03
8.464036457340624597e-01 6.594600000000000819e+19 3.297300000000000410e+19 3.297300000000000410e+19 1.000000000000000000e+14 4.420500000000000000e+03 4.359699999999999818e+03 4.359699999999999818e+03 4.359699999999999818e+03
8.836260750883442316e-01 5.832200000000000000e+19 2.916100000000000000e+19 2.916100000000000000e+19 1.000000000000000000e+14 3.591500000000000000e+03 3.563500000000000000e+03 3.563500000000000000e+03 3.563500000000000000e+03
9.216494557853226466e-01 5.119600000000000000e+19 2.559800000000000000e+19 2.559800000000000000e+19 1.000000000000000000e+14 2.756099999999999909e+03 2.752900000000000091e+03 2.752900000000000091e+03 2.752900000000000091e+03
9.603766991704566491e-01 4.478500000000000000e+19 2.239200000000000000e+19 2.239200000000000000e+19 1.000000000000000000e+14 1.924400000000000091e+03 1.934800000000000182e+03 1.934800000000000182e+03 1.934800000000000182e+03
1.000000000000000000e+00 3.933400000000000000e+19 1.966700000000000000e+19 1.966700000000000000e+19 1.000000000000000000e+14 1.070700000000000045e+03 1.080500000000000000e+03 1.080500000000000000e+03 1.080500000000000000e+03
